image_id,mean_l,mean_a,mean_b,std_l,std_a,std_b,skew_l,skew_a,skew_b,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
AAB1,19.918832890258255,1.4419345368586831,-0.5240480581618768,38.265952497045696,3.0691017665021776,1.408228951335357,1.4241560344063737,2.2457687391021985,-2.5053099887754997,abnormal,209.99469387755101,255.0,81.13625841131646,12.990163676496707,-1.6640638970913606,0.8745780192800438,276.23159379407616,1662.2419840150446,31000.56149506347,0.4747767857142857,0.13418790774934305,31733.531358721204,0.09816000618684956,29801.075816686225,1.0,42218.45893276916,0.8674692230174772,128.9986366734833,1855.9774596682573,31573.397818677575,0.49118303571428573,0.1398302829047553,31146.66721199727,0.10549241189969535,29542.26510701077,1.0,39063.10890706658,0.8750936042081011,235.81556318844014,1667.3521497098188,30811.40288996802,0.47114955357142857,0.13568213388316774,31509.3308302736,0.09971726918061506,29471.41405748539,1.0,44965.663839867346,0.8687664040785278,126.58018793162006,1872.202490660025,31807.132955960602,0.4929129464285714,0.1401028311268841,31101.49960375863,0.10616716960205366,29542.84230043728,1.0,38848.901098154645,7.016473469387755,73.65151011290584,470.7240675140654,80.6679835822936
AAC1,16.290601346197068,5.083045486821059,1.5671683116296649,31.59103285906444,9.746262459068832,3.261045378333507,1.4533549820159233,1.528154687049762,2.134752627886791,abnormal,214.71715102040815,255.0,76.474956742058,15.535503134410845,-1.5802368786736944,0.8265828491434067,274.9274212129746,1632.0446737154707,25068.664063900054,0.43594866071428573,0.1465238203497728,21389.79662579043,0.09172444602323937,19154.645434740713,1.0,34601.63587721768,0.829453912500217,162.55055826006927,1927.5700307587977,26735.63862045581,0.4608147321428571,0.15513000745099315,20911.369493085327,0.1043459159612432,19098.95483856078,1.0,30414.534597592577,0.8138135027633522,307.4194972735736,1513.5443809017156,23320.143183934033,0.41958705357142856,0.14363058522165448,21603.94371591967,0.0868658034170495,19036.81497922084,1.0,38431.33951323314,0.8242509208819938,164.15875497788963,1895.6445970047153,26122.62287752559,0.45681919642857144,0.1535653589364309,20950.265495590138,0.10175828901463652,19029.141207714434,1.0,31047.837800200337,8.757110204081632,59.580947762100635,448.22382463224693,68.33805796618226
AAD1,18.191684692081683,3.4165750896564404,0.19645486760652184,35.3434142967258,7.255566725701252,1.2023011022992405,1.456788334288102,1.9593686985148897,1.4976986823504927,abnormal,217.0512,255.0,74.81087211577783,17.0144102829154,-1.521789504389289,0.8498979808526372,372.9069115729308,1152.9887350517465,24614.696068366582,0.40224330357142857,0.12222813105682438,29460.96678782498,0.08342754457390687,26587.24347804688,1.0,49885.29474764851,0.8567160096405686,193.50186163980524,1348.1358866873227,26763.358944983986,0.4286495535714286,0.1269876957006815,29035.08563543104,0.0922650044627455,26842.052080677026,1.0,41134.29130106491,0.8554462965474179,376.6413557829867,1151.5149114119072,25175.069935072082,0.40566964285714285,0.12213379232005749,29679.933751513152,0.0843876864622609,26926.043913083653,1.0,47767.05953560031,0.8511992607900224,190.74666876921864,1319.089621277826,26126.33979868065,0.42465401785714285,0.12563513099698884,29075.83418749507,0.08953125771238223,26734.50205271977,1.0,42034.04457410182,7.375665306122449,67.23937119545616,568.8162294009161,74.6150365015786
AAE1,19.465036588915492,0.9224320827212525,0.5584782266475228,38.22102192113671,2.2254911476869284,1.6889204160260918,1.469813694732055,2.6467335004117083,3.475668753395617,abnormal,219.3141306122449,255.0,73.73204309593834,18.275039451819005,-1.4519821188728566,0.8322354239954665,524.4694361656833,1261.5636518459949,21430.904689495772,0.36698660714285714,0.11474271966717507,35689.96885834195,0.08308821698286419,31106.594474086196,1.0,72411.3213308193,0.8305078270141847,285.3730678019372,1437.6792194062687,22758.24460698877,0.3906138392857143,0.1180069972203612,35423.41381182319,0.0884857695600133,31679.88863282885,1.0,58049.752164347556,0.8296419907130625,414.18350256142827,1251.4899536795608,21127.144114850147,0.363828125,0.11411062574052312,35521.173870364124,0.0825145916487519,30768.95892957283,1.0,74863.65250467806,0.8283159107686591,247.37225436854075,1425.0612027521088,22446.030428649567,0.3876897321428571,0.11747363605244719,35445.01874082391,0.08755858279533586,31548.477236918796,1.0,59707.322624291104,7.080946938775511,72.78947661392297,584.1827090773193,79.87042355269848
AAF1,19.490446727083935,-0.004425542755551547,3.9905380315465626,37.59040048201009,1.2986414318479493,8.581587926271675,1.4458611943834399,-1.5020313004984376,1.9631086091298533,abnormal,201.18978775510203,255.0,86.1897414523818,9.677299124638925,-1.8729681051878,0.845867880249883,109.06249876660155,2813.2452193475815,34289.638841197484,0.565546875,0.17957076416906614,24162.69013083891,0.12797786045239798,22289.185958179456,1.0,37352.650602885165,0.836252071702397,46.42865242865243,3186.518351918352,34968.302627102625,0.5905133928571429,0.1849649174266317,23659.73696843697,0.1363110902461526,21985.57854698884,1.0,33036.93419013419,0.8448888340274295,94.53460809102403,2791.468157395702,34169.94401864728,0.565,0.17815038272572334,24262.15002765487,0.12688592565403867,22363.394176194914,1.0,36717.1880926043,0.8358858019459817,55.557977596124736,3164.8857856494096,34882.95927944293,0.5898214285714286,0.18475227886295034,23715.182882985166,0.13563490033721998,22065.338640910908,1.0,33001.439978807146,8.217738775510204,71.1904512225464,569.819870009285,79.4081899980566
AAH1,18.838946673046255,1.199482337055648,2.1952317428809422,36.819322023999874,3.262664019916215,4.709455176259358,1.474785746339069,2.8601343360252547,2.037677596107287,abnormal,211.5360163265306,255.0,79.49492367805209,13.753924591568502,-1.6402550626815475,0.8624272073102005,251.1281584992343,1606.9612844563553,29499.472291347625,0.4664285714285714,0.14659654193082827,28960.221286370597,0.10302952757697267,26995.734141360106,1.0,39885.38050344564,0.8576412030112794,148.65248520846282,1820.0249326610954,30356.425558855353,0.4847879464285714,0.15090840259319,28434.4743421507,0.11006733206197063,26825.70860855222,1.0,36518.57945990745,0.8559973974192372,258.18903064965536,1526.9631422007137,28426.595688517376,0.45662946428571427,0.14245683516254307,29121.534682504767,0.09830763011642572,26907.99830228333,1.0,42523.51845334115,0.8563244748036082,136.03810183581572,1801.8821614132316,30166.350421429397,0.48331473214285714,0.15016464817817213,28482.393949890313,0.10886399269520926,26832.568003199875,1.0,36755.285440480315,8.242244897959184,69.4845891386185,540.2628581759018,77.72683403657769
AAI1,18.494822547279785,2.3078836301631203,-0.9804498946437461,36.615420540237935,4.864957748955654,2.332645708709484,1.5034113272401892,1.9754693461043915,-2.1213173574073463,abnormal,207.6235755102041,255.0,83.01693765284614,11.938662091714363,-1.71205151006332,0.8701145780677793,200.80835299565592,2082.793424331297,32670.386579637918,0.5061272321428572,0.15139168283329948,27318.581203554655,0.11034854331493447,25846.924077655858,1.0,34340.37339301859,0.8594385374601001,128.54387474191327,2271.290691672402,32646.260968685478,0.5189285714285714,0.15517389194696823,26835.107514624913,0.11425686415218571,25504.783516473555,1.0,32920.96337319339,0.8672581675587283,221.97115622957838,1990.1645672307727,31739.915113685016,0.49527901785714284,0.14997893290003983,27429.156229578384,0.10850524760928819,25692.575929069684,1.0,36728.00452937333,0.8615788318810272,105.79466603729054,2292.6646426502457,32923.883000407666,0.5201674107142857,0.1568579151259202,26779.91188018967,0.11714652194630261,25456.12372922575,1.0,32827.56416418135,7.166595918367347,69.2266421929327,534.0075187969924,76.39323811130005
AAL1,18.62535181371088,2.1640036757608545,-0.31767081753792437,36.4675453476341,4.499075924116225,1.4677349405397595,1.4855000816451616,2.140435279931719,-2.9585921218259776,abnormal,198.20487346938776,255.0,87.60958466298491,8.746390276045325,-1.9448257887224594,0.8489856950384963,59.18886109476163,3172.1426574455563,37171.112970865215,0.6067857142857143,0.1848619820991458,22835.953060623895,0.12965586095619866,21769.164336439604,1.0,27970.53658402001,0.8354051867469838,40.88737092367198,3592.538554345126,37173.52141513786,0.6290401785714286,0.19186080256554128,22174.7084028246,0.13613304735917278,21219.27910899494,1.0,26506.864749299173,0.8432429303475876,78.38734086222878,2961.315305601271,35567.7476685016,0.5899888392857143,0.18126521444061797,23126.423547660936,0.1216542776188207,21862.51229922728,1.0,30007.510640712786,0.8362263423870641,43.061096216331386,3616.287370607766,37233.91134745477,0.6285825892857143,0.19320016106718088,22124.85373129028,0.13909182074473603,21119.78819466094,1.0,26687.792137923687,8.341730612244898,69.03811105815447,526.6373721992607,77.37984167039937
AAM1,18.917839114714077,3.4160101329638395,-1.944632623256545,36.53070470538368,7.537520590266925,4.485332121637136,1.4450301010346196,2.349142516834778,-2.6579086931464486,abnormal,211.1170612244898,255.0,79.37700234168179,13.466312567863035,-1.6585259261850496,0.822102115993606,270.97943072887296,1738.9822010836256,25897.427026894507,0.455234375,0.15242155795043189,26842.37676824634,0.1027785827582894,23653.15451677332,1.0,57411.99575866042,0.8277155675638916,115.22803746817024,2072.550472899236,28432.576709712623,0.49089285714285713,0.15731627931239728,26465.016983448528,0.11046434484192125,24184.774698825608,1.0,44071.327687340854,0.8272072352604151,181.96194206683109,1778.278495091639,26669.904830987958,0.46158482142857143,0.1519105423535194,26781.61717201025,0.10135071070116905,23928.397684808846,1.0,54383.439116978574,0.824725931921611,126.03025746183641,2067.3639097744363,28128.435452267033,0.48984375,0.15688620612240953,26504.0340624288,0.1098743218513435,24085.892786896988,1.0,42971.90669856459,9.020734693877552,70.00050091037463,656.4135933147631,79.02123560425218
AAN1,20.10518255106981,0.19728893182773352,-0.14418738316472002,39.57495139117599,0.5253141865367515,0.41194901902645503,1.477250598698705,2.93588328560499,-2.5765467780738143,abnormal,220.38338775510204,255.0,73.49056189265819,19.272714101841895,-1.4131044049762347,0.8352625303736564,315.69778847600423,1974.9014893937115,21919.40439295923,0.3709263392857143,0.12779751455751243,33525.54442605687,0.10136475200577325,28706.025457360156,1.0,142190.60649917257,0.8111528874433185,225.36085016439642,2074.146077970878,21106.10468529826,0.3801785714285714,0.12423074052119058,33997.07949741663,0.09772035932634998,29047.465025606067,1.0,109280.64070573039,0.8418609519684849,432.9034644310196,1890.9459992602638,21793.955184317594,0.36209821428571426,0.12864134966829174,33356.399087658734,0.10359091887796622,28490.37247923667,1.0,160155.32945999262,0.8117253493131547,222.32887975334017,2070.30342093672,21135.956922625166,0.380078125,0.12631963554277637,33870.92330054324,0.10043133774275427,28906.45872831125,1.0,110002.04566143003,6.9273795918367345,75.39606258050623,462.24246998284735,82.32344217234296
