image_id,mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
AAB1,72.36470204081633,66.65484897959183,69.41063673469388,111.88011866102528,104.92433283940156,108.76502434298106,0.941506540019513,0.9542511133283186,0.9486709257605787,abnormal,197.64195918367346,255.0,86.34937095264043,8.694290898060055,-1.9927663693503472,0.8547466873593995,152.75689463955638,2302.9719038817007,37345.75242144177,0.6037946428571429,0.1423144766617824,33582.06722735675,0.09497799890204205,31457.97712493593,1.0,44713.22153419593,0.8590405445972322,62.85043385868603,2589.715636621215,39505.39883123783,0.6302455357142858,0.15063782371245388,32703.006693819727,0.10622158972700732,30977.147269937304,1.0,41085.122879405,0.8502777343195256,92.48281386813719,2323.8370810589267,36628.59491029677,0.5990736607142857,0.14362220708053486,33380.00670678316,0.0954231273553459,31102.246229057673,1.0,47215.878663114556,0.8593843928581993,55.898037135278514,2592.2327497789565,39604.26825817861,0.6311383928571429,0.15062827600723555,32698.702263483643,0.10621162489324722,31007.958721155745,1.0,41017.62534040672,7.228742857142858,91.3486994883226,461.59175922196,98.57744234546546
AAC1,59.57847346938775,43.15614693877551,44.09069387755102,102.07272152073392,75.54678492173616,77.15101398098436,1.1932765557810407,1.2069278298154804,1.2065672416237643,abnormal,205.8448081632653,255.0,81.36133427798373,11.355616648278083,-1.8124773495769488,0.8153458851711686,150.13140339836374,2316.432641074051,29667.371764212294,0.53203125,0.1626637371870797,20536.04130480386,0.09824740077045752,18442.30370439179,1.0,32606.06198867212,0.8220028791657379,80.80073293632616,2655.555398434544,31848.35951721803,0.5603683035714285,0.17035140440570123,20146.05072795714,0.11100059403074936,18461.583511070272,1.0,28801.504172558703,0.7997171602242271,133.02644120911407,2200.0314900655044,27427.5303040195,0.5128459821428571,0.15920793236729835,20768.92831494418,0.09278517244048162,18382.56556902499,1.0,35963.235598790016,0.8177777991867653,81.61615635700983,2656.2368384164047,31308.14392134089,0.5573325892857143,0.17120241042290618,20094.791076756712,0.11194800022326425,18314.02660570109,1.0,29430.425436049423,9.030824489795918,66.7100631087934,234.3674492074732,75.74088759858932
AAD1,37.98540408163265,32.69084081632653,33.87998367346939,88.68395478291865,77.79245425468011,80.50345478807763,1.9604305919080645,1.9910942968359415,1.978963227396322,abnormal,223.25431020408163,255.0,69.24828635464414,21.978932005950302,-1.3752985727331002,0.8055257731259012,499.0294323522549,1645.2749241691943,18206.44821839272,0.3348325892857143,0.17440085487454737,27308.640711976266,0.10807296426551756,24690.26235007059,1.0,44819.448418386055,0.8170012082756853,264.30932820783084,1941.9857705304275,20217.4067334222,0.36001116071428574,0.18229921528449877,26442.386644759277,0.12237056919455326,24408.848104352946,1.0,37479.39889016338,0.8161248812715023,571.0660119302639,1653.3099232112843,18936.526348746003,0.33864955357142856,0.17366442172072777,27310.545924925023,0.10877602413449435,24810.364653790828,1.0,43833.839963088685,0.8156042723410069,300.0521375783467,1922.5264585737004,20033.463874770026,0.3579129464285714,0.18128173362146577,26483.661386385607,0.12172042253155801,24414.174392892688,1.0,38083.39324581371,6.751371428571429,54.56672255648154,504.12213740458014,61.31809398505297
AAE1,68.45809795918368,63.18570612244898,62.457306122448976,111.16198300060655,103.64393081540635,102.42647830939747,1.0322476291425093,1.0464016549575033,1.0507881222782927,abnormal,208.7781551020408,255.0,79.72186104010865,12.287380722274847,-1.739366503550562,0.8025945931126672,221.93176325640903,1763.1906837890347,25374.782495379804,0.47104910714285714,0.1410604722387759,36185.75361323034,0.08716494119268463,31546.904646487907,1.0,70424.2388996825,0.8210394031753273,118.04271588661832,2065.623159745111,28787.210063722257,0.5079241071428572,0.14850647958116578,35472.82845528455,0.10079417643701681,31844.836831436947,1.0,56436.04392441222,0.8069027103139166,226.55801485066306,1774.906198847057,25653.760847389272,0.4704575892857143,0.141628215670857,35949.528147462814,0.08825709194783482,31334.134149021862,1.0,72282.20091096719,0.8173926085634827,106.20130285966655,2054.296499944794,28367.976703102573,0.5054129464285714,0.1479815485715021,35511.25913657944,0.09886531554977869,31844.893382018436,1.0,57653.317588605496,8.02062857142857,87.8763334136489,599.2318590392285,95.89696198507747
AAF1,102.19857959183673,92.29181224489795,76.78643265306123,121.32535516932161,111.5804169632618,93.26378524361915,0.3877687544764087,0.399099994761265,0.4527911106842081,abnormal,178.5842612244898,227.0,90.42237980408281,5.300795088011489,-1.606319327596068,0.8252598294702638,17.75549347454447,3521.8812353194626,45901.68067659036,0.8030022321428572,0.15488632665412788,30761.68691712185,0.10080401499153066,27535.839927620145,1.0,52226.122962098154,0.8363568240762286,11.61399059544566,3871.8079727373593,49741.50832144555,0.8449553571428572,0.16025218604625732,30392.041369472183,0.1094238028200262,27753.470960755625,1.0,44861.091575527025,0.8281130970617041,23.957313697264976,3484.62465396966,46440.313309711,0.8063392857142857,0.15256164211846598,30991.026478241612,0.0981849478421762,27893.280731077877,1.0,50400.985009965676,0.8398672012873831,11.524741021191565,3900.24606930641,50459.53715097019,0.8489732142857143,0.160836570560567,30371.96324341379,0.11107414537034632,27824.04678600937,1.0,44352.30132250092,7.953371428571429,108.01502895643198,494.70892540631485,115.9684003850034
AAH1,45.03110204081633,41.42799183673469,38.85235918367347,94.98682553122717,88.86267450930605,83.28837505027869,1.6848443177182002,1.7028272946416305,1.7147653822182767,abnormal,214.25622040816327,255.0,76.78964603940783,15.201441024707126,-1.5917684880691083,0.8063806529404128,212.4520357803825,2507.3944581534033,23676.756734526014,0.4341964285714286,0.19707307943171012,27922.971056960723,0.12340852136189737,25872.230471782925,1.0,39020.70784495168,0.8048727822950876,136.54905669528105,2945.7155536155974,25033.237644890636,0.4602455357142857,0.20720291687421266,26886.312648528055,0.13804832401277115,25242.83531433848,1.0,35143.38954362481,0.7941365790861598,222.83694825460935,2452.0492276220198,22457.607883763016,0.425546875,0.19403052772127613,27916.857798526056,0.11795338725432898,25579.044936325394,1.0,42041.49356133127,0.8049159179983314,123.90114529748617,2976.63505775017,25019.061001650003,0.4599553571428571,0.20967889880387452,26777.785911870327,0.14199961012882356,25056.515437720303,1.0,35570.00985149956,8.142522448979593,64.07275921427905,543.4643200323673,72.21528166325864
AAI1,76.77281632653062,67.66259591836734,72.4642775510204,113.5054971060556,102.20562468704632,108.90684169878676,0.8519368168575688,0.8680490749699167,0.8598989534012296,abnormal,190.50297142857144,252.0,89.45515067902657,7.013109973187291,-2.062386394901473,0.8503977239928752,74.20085957086576,2968.1445316315567,41915.46504737408,0.6855580357142858,0.1573328505708994,29862.07768697294,0.10381142588351726,28029.299991265743,1.0,38704.2915052258,0.8522665215152082,43.18343083303111,3253.8274807234425,43536.30178653085,0.7078013392857143,0.164934912669259,29207.19940396411,0.11398518249167437,27615.224608189077,1.0,36814.05540926221,0.8405714835036203,70.69723270020363,2858.0677971759524,39841.44169976967,0.6686830357142857,0.1555409551628204,30053.57585873085,0.10046608622082942,27873.061025279687,1.0,41378.45979236906,0.8530134956806813,38.49172294644259,3285.407287576567,43804.39830375373,0.7106026785714286,0.16569974655515043,29125.687513742738,0.11513500232137358,27540.360837024,1.0,36465.40342390451,7.330048979591837,92.38663593091032,249.10980974529966,99.71668491050215
AAL1,59.1037387755102,52.51341224489796,54.710367346938774,104.04451330305955,94.7460528051301,98.44307518409708,1.2599029537234623,1.275100503544222,1.2690225987502535,abnormal,191.85232653061223,252.0,88.49317439777724,7.343018206188782,-2.039061448932446,0.8110321283651591,37.75205183585313,4544.8731683003825,37078.709087888354,0.6717633928571428,0.2151687561239672,23674.624057152352,0.13584083117682375,22360.616784692622,1.0,29987.88293736501,0.8118374490254527,24.016554562000476,5187.091793938434,39011.27800902113,0.7051897321428572,0.22651427783682967,22869.13634565166,0.15158363028415445,21798.22202002661,1.0,27683.69815620796,0.8028340483044241,39.189129210126495,4315.621109954079,35295.29273289063,0.6537834821428572,0.21108524597474457,24000.471243961147,0.1287124585004951,22490.137810996184,1.0,31859.06273579269,0.8111130545974848,23.183621727831653,5186.451701844457,38892.35295049756,0.7043303571428572,0.22580407280822457,22832.86302845915,0.15020973569700727,21724.082216219136,1.0,27908.244850098243,8.017648979591836,76.93796840913916,248.56823429335276,84.955617388731
AAM1,55.85792653061225,48.33102857142857,54.395151020408164,102.6179909179051,90.76074596343952,100.5749117221386,1.3465819996329211,1.3781782208557523,1.3520654902104723,abnormal,205.1788081632653,255.0,81.78096497182203,11.058218167765594,-1.8276083629204227,0.7889320147555464,149.86566161977169,2744.58962029155,26769.786795763208,0.5152566964285714,0.18890589005246156,25500.923451816234,0.1151263311029522,22551.42681251311,1.0,52579.89239066866,0.8064090282124124,76.93652494938668,3318.4250724465087,30680.773212655313,0.5622991071428571,0.19885128651296685,24670.12381406058,0.1334828655934645,22542.474184906765,1.0,40556.68873804136,0.7996132431940549,120.07608466055511,2883.674538464788,28285.448143297705,0.5283705357142857,0.1909709220108763,25153.112796248573,0.11912990265852114,22543.637774087285,1.0,49350.183219973806,0.8042514228735952,72.10851508813863,3287.0992331441093,30381.403704810276,0.5603236607142857,0.19837511523386053,24761.080270889353,0.13305233033248262,22524.755202694796,1.0,39650.588307937454,8.877044897959184,73.24253702008129,519.0949704568382,82.11958191804047
AAN1,108.9127918367347,105.12795918367347,108.16561632653061,124.37579111364246,121.07384709728647,123.89108870709106,0.2858984242170651,0.29148654672454394,0.28695460737342965,abnormal,193.1896,251.0,86.42404315648203,7.673762983570223,-2.006747123436242,0.8033586539373391,82.61525614369951,2893.0670438665256,35315.30123726098,0.6548883928571428,0.1329874340516277,40557.84704659327,0.08979225353070928,34241.013788253105,1.0,131564.72049149597,0.8116934416884621,61.743352638665826,3135.9689979072373,37935.34645771483,0.6879575892857143,0.13792062088562787,40274.659041871484,0.09756422569509682,34473.9686386345,1.0,103961.87065427232,0.7919641313792252,101.39118825100134,2740.49422340899,32810.90326657766,0.626953125,0.1319370110491668,40413.499546061415,0.08708209555311369,33522.30348247395,1.0,153770.22285714286,0.8087807249341313,54.02031285718951,3096.4541001273637,37403.21315437118,0.6835044642857143,0.1368610214217265,40401.62742888867,0.0962768113660848,34489.17018179357,1.0,105197.26734920479,8.060644897959184,119.8291865155531,524.114400401405,127.88983141351228
