image_id,mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
AAB1,67.9548487020408,0.2985827591836755,16.88615330612245,107.09321470044019,1.2476053143620345,25.797333186434713,0.964499250899042,1.2603048779266646,0.9794369716932908,abnormal,198.62057959183673,255.0,86.1752535111147,8.88847895525248,-1.962724266342596,0.858535381712309,179.02406462746288,2168.2072895530314,36752.15305406482,0.5885379464285714,0.13868465988726336,34142.595793905144,0.0919903826855257,32014.600686471647,1.0,45363.415375571276,0.8597712487037021,69.3212413465578,2434.664712221674,38370.09682722341,0.611015625,0.1474620973650607,33210.16811880103,0.1048202983248782,31341.143296803773,1.0,42480.55661497434,0.8541982902064741,107.96739047619047,2204.2063619047617,36204.19828571429,0.5859375,0.13999176122629867,33869.75438095238,0.0936471312494146,31603.27498673327,1.0,47566.45731428571,0.8633594606651241,63.091585191097245,2455.030256307932,39010.51622558,0.6152790178571429,0.14761087665815292,33214.87503854596,0.10475840011897107,31514.030780529254,1.0,41620.54318054019,7.90505306122449,90.70546843655437,457.50242747187684,98.61052149777886
AAC1,46.62058752653062,-1.8528319020408153,16.695459428571432,86.43903870387715,3.5255887717674117,30.391408396781245,1.3442961262027047,-1.7258211355712663,1.3663734626138317,abnormal,213.5854857142857,255.0,76.60556604670127,14.851727032095951,-1.6218605157411137,0.8050424779742845,210.71392544133437,1921.5073285225599,24259.082548877625,0.44697544642857145,0.15746041975065503,24778.79050662938,0.09650012087488645,21976.353672612557,1.0,42409.251916402405,0.8137308701159258,122.54922182194909,2243.7380565562385,26365.512161239432,0.4740066964285714,0.1669092640415931,24125.746109109747,0.11136944397640604,21784.878164248716,1.0,36920.66106284288,0.7847995198765506,234.07858351777114,1854.5252180705638,22016.544121859133,0.42862723214285714,0.1585745687641162,24627.14258560083,0.0941535038485891,21219.217232793384,1.0,49220.04306730894,0.809747587472676,132.15640740653157,2243.3016056944216,25963.145718542342,0.471953125,0.16676721178850934,24111.980679641496,0.11042264386528122,21673.107296236045,1.0,37378.009033509115,8.761208163265307,66.65307848368084,221.63654362890682,75.41428664694615
AAD1,44.049953820408156,-0.44470841632652924,13.23366257142857,88.92611801788368,1.332444262003595,26.185752562228647,1.5544011231866137,-2.5787983441989186,1.5961621209653212,abnormal,216.95308571428572,255.0,74.3497693823798,16.9228103439304,-1.5351862393831865,0.8208120811578965,356.84510801568103,1702.676481218895,22721.4960102316,0.4014174107142857,0.15615875112431032,28556.326910779324,0.09999610715337058,25690.104389479206,1.0,48178.05201990714,0.8285494928069902,214.18993527935544,1888.643534539691,24460.83479064853,0.4224888392857143,0.16025145272308153,28111.466913221502,0.108778363998031,25745.46886852516,1.0,41643.824356095625,0.8253561263798844,367.09758814682783,1640.9271430958613,22945.87205480978,0.40073660714285714,0.15265924709165934,28989.843118141816,0.09604494551339895,26216.66721340775,1.0,47307.6962346126,0.8283256952108438,190.31231783210356,1935.4942362734027,24576.94669537589,0.42503348214285713,0.16221941044405447,27985.01764566867,0.11058993761490127,25671.84353835021,1.0,41476.49583803797,7.240644897959184,65.28094954629202,601.725642268541,72.5215944442512
AAE1,60.96098356734695,-1.0304545224489778,15.26285906122449,103.25324435725037,2.332805687242241,25.45816494169652,1.1227901233544575,-2.483089675706502,1.146645017375719,abnormal,209.70740408163266,255.0,78.90387153195078,12.786540245520925,-1.722067436197736,0.7978695577973067,230.47452671938655,1882.8363767074047,24787.229906542056,0.46573660714285714,0.1516304379461429,34234.73656841601,0.09135457941835935,29931.37561235312,1.0,67216.08408818596,0.8127356505960879,119.59662109592087,2223.0706457708125,27837.74802712015,0.5020647321428572,0.16032577042150623,33512.997043458934,0.1059916013088968,30132.558956551857,1.0,54476.75245081694,0.79997624615606,215.55960399836997,1895.333485149939,24914.62758587626,0.46559151785714287,0.15364323609447383,34142.353261260396,0.09406303059428955,29775.11411796848,1.0,67885.14027854352,0.809666435011432,112.04263375952243,2215.506838330289,27542.453958212678,0.5010491071428571,0.1601968790398607,33559.72907292734,0.10572097273210884,30058.71040131259,1.0,54202.934935626145,7.8127673469387755,84.07715568787178,626.1352418558736,91.88992303481055
AAF1,91.07300373877548,-8.137009453061223,22.739603673469386,111.48722240727203,10.830715917162536,26.781126233189433,0.4351492209768985,-0.7855889400823186,0.4440823952523331,abnormal,176.00742040816326,225.0,91.09172960307868,4.9484253067435775,-1.6135135364752449,0.8249366997622017,15.214400801548939,3817.387938854814,47082.867961059885,0.824296875,0.16491069463853783,29472.29171236308,0.10596757110524757,26598.8195388361,1.0,48005.499776595316,0.8349642541853478,8.999148870318788,4215.950866604766,50779.224440317754,0.8654464285714286,0.1708063294669078,29021.535102651396,0.1160626759266732,26629.437989034002,1.0,41804.160334777676,0.8261631406444659,15.668847972469482,3747.4312482217615,47207.45807421859,0.8237611607142857,0.16169442933160888,29726.762752509858,0.10265465067947888,26928.10646301516,1.0,47119.09876844287,0.8366448865490312,9.666701004378059,4214.618259078033,51076.288694308525,0.8667410714285714,0.1704000610417084,29023.339363893898,0.11631956594937919,26654.37032818211,1.0,41612.212915271695,8.099632653061224,106.48261470930781,477.8214368751453,114.58224736236903
AAH1,46.67419519183673,-2.3367312734693866,12.011396122448978,92.44147469041803,4.933244536403751,23.07454424722552,1.5078637920857292,-1.9653537288797496,1.5252008392428724,abnormal,209.52873469387754,255.0,79.78159666335402,12.550618981467599,-1.7098403845435466,0.8077094852124271,155.8159868729489,2567.221659634318,26044.545428973277,0.47611607142857143,0.1882588667211158,27355.49135021097,0.11806215066179124,25160.3128334974,1.0,39356.5109939053,0.8083943650033812,107.9909415439536,2953.859616242749,27449.660107095046,0.5002232142857143,0.1963409315932517,26557.662918340025,0.13075254060434438,24734.070619101665,1.0,35790.943038821955,0.7957898895107658,211.97353019743073,2436.123436703174,24343.4473153792,0.4595870535714286,0.18587846837349944,27462.355788144443,0.11292041437380308,24787.93292681305,1.0,43826.08710750625,0.8083124907102585,100.85880569058556,2974.6125852918876,27458.627123935246,0.5005133928571428,0.19750358551838085,26451.742741827587,0.13140651110965232,24579.293132008454,1.0,36045.840097221604,8.160669387755101,68.61032591539539,241.17167913590643,76.7709953031505
AAI1,77.8694392489796,0.7079032163265331,21.432640326530613,108.97236954668391,1.9680006597156139,28.92485648230146,0.7136998570465416,1.4484348241170737,0.7391660771045432,abnormal,184.15660408163265,243.0,91.5656434859623,5.869080154757798,-1.9279085586524105,0.8550788829280904,60.742518351214,3197.0485006983863,46464.447829058816,0.75109375,0.1565872286600764,30078.24254806978,0.10463837362722515,28310.406553647645,1.0,38408.975051264526,0.8598925750371297,29.505618300841665,3488.014257967053,48649.39795698151,0.7757254464285714,0.1630669964141369,29433.320926552045,0.11371192837941667,27909.779259442235,1.0,36389.76388749011,0.8455449255779853,43.76997902544305,3113.3372040003646,44303.94373347114,0.7343080357142857,0.15536537901954214,30129.44666686932,0.10181140881727137,27997.352914833307,1.0,41240.02302641578,0.8593173076585511,29.099868877970057,3491.1571447097303,48514.42902840017,0.7745647321428571,0.16329458542215888,29405.797913574734,0.11401899736720934,27843.37734739713,1.0,36659.58572643046,7.5355020408163265,98.08776402578486,251.70680890491576,105.62326606660119
AAL1,52.30856102857142,-0.09633330612244745,13.940082204081634,96.51965292561145,1.1160310357805454,24.634169409909063,1.3412537072397313,1.2490477921128682,1.3574136014979585,abnormal,194.31286530612246,255.0,87.8093394281635,7.853149261748296,-2.0733717537025362,0.8126054704274025,41.435460794919216,4278.456293401263,35467.344034616326,0.6396651785714286,0.21392755261844515,23898.702428725966,0.13412335569954315,22608.726937692147,1.0,29893.685138011657,0.8138149010545603,27.84907470190352,4976.014173019995,37554.97651611623,0.6748549107142857,0.22642736412577263,22911.271652306215,0.1512362218085669,21853.097791423304,1.0,27696.742487637886,0.8072406149393466,46.550050306250334,4250.520837378426,34540.146947204914,0.6322879464285714,0.21509924590834578,23892.120770303427,0.13338761223832984,22460.687021982016,1.0,31219.05431309904,0.8137179348671066,26.527280562185098,4947.751458499072,37468.79577698223,0.6733928571428571,0.22593449149065511,22949.066212543094,0.15094736769865338,21897.858103231767,1.0,27868.67876557942,8.211844897959184,74.5143616740853,466.7499767319207,82.72620657204448
AAM1,39.3294559755102,1.066105248979593,11.304438979591836,86.3414495895423,2.7121551254563205,24.04445120363173,1.78322146952699,3.136864292577714,1.8331433829373247,abnormal,211.8709387755102,255.0,78.1771755167182,13.894163743413696,-1.6550506310604673,0.7752951738442395,245.4060218518705,2884.7234781733046,22206.346357182418,0.44332589285714286,0.2116315843253858,22754.46483057248,0.1283573783785904,20149.353534270584,1.0,47336.997583203265,0.7863872721585269,107.92513987145698,3485.107689462246,24966.563693531236,0.4827455357142857,0.2219949723611051,21886.925925925927,0.1476304466182927,19874.09828539623,1.0,37111.10144726499,0.7784550451366796,164.638933624043,3009.952156785015,22779.974059116474,0.4504575892857143,0.2133773853703156,22328.084760040634,0.13075313153891463,19906.36286276662,1.0,47137.1533410966,0.7851574711730344,109.61768170165593,3489.3294764313264,24899.44222730317,0.48324776785714285,0.22214990468711743,21890.488510127256,0.1470172679626169,19837.665555836924,1.0,35960.2637936211,8.822138775510204,60.291446820230675,656.5513980020098,69.11358559574089
AAN1,100.37590887346937,0.6556161061224521,22.711687959183678,120.73654482525393,1.3060120729561149,26.894828615006816,0.3839765769941318,1.8807282578119344,0.4040806085102289,abnormal,196.09205714285713,255.0,85.48616734370013,8.182167400532654,-2.067279819212204,0.8113354145737313,117.31068210125284,2339.3986372628033,33579.05879551615,0.6093303571428571,0.1244205026170886,40916.621913693314,0.08192564362962652,34837.3824672098,1.0,134966.10464136567,0.8211539760262551,71.280601983494,2581.9353283861574,36425.92711006311,0.6437053571428571,0.1295917476010662,40481.25684860254,0.0908462075322279,34963.71591417863,1.0,104730.09086968582,0.7965681878034523,106.08664163601365,2240.2140883188167,31034.957155653814,0.5855915178571428,0.1238379111331783,40686.161847948315,0.08058777342591335,33893.164675838234,1.0,154042.87440202787,0.8174569430620663,68.20134344981206,2551.1709244048448,35936.74157733538,0.6413392857142857,0.12729980736507224,40745.04061673395,0.08757478452336315,35167.48728983565,1.0,103725.69558332174,8.191461224489796,116.4962991408961,506.7576216944584,124.6877603653859
AAO1,58.76868503673469,2.3961443673469405,19.324987877551017,98.1416034366402,4.381819516645574,32.20761226674456,1.0930379847171554,1.5037767969987106,1.1557811375327864,abnormal,222.77177142857144,255.0,68.178766889526,21.373281784016125,-1.418105520608043,0.7813331170620902,361.0406191950464,896.7108359133127,18357.394613003096,0.36049107142857145,0.10069735152890925,35098.90631578947,0.06129331835878927,28806.410211243987,1.0,112168.20365325078,0.8081598296062745,200.01489550911515,1055.5259004001778,21991.15551356158,0.4016071428571429,0.10237401345519163,34987.455924855494,0.06780521616552068,30034.6756280926,1.0,76412.6912516674,0.7736222509443881,512.8305041480536,856.3495851946394,17430.87389917039,0.3497767857142857,0.10077785358233446,35178.685386088066,0.05954960167514175,28521.614973414955,1.0,128582.89132099554,0.8006510432514328,259.23472595949585,1045.9705140914884,21149.884520606145,0.39402901785714284,0.10429301815572689,34783.619175754146,0.06857506737727492,29546.440430688224,1.0,82839.86256904122,8.479069387755102,80.38835217646387,583.3498085624783,88.86742156421897
AAQ1,17.685355453061224,0.3248471428571434,4.363989265306123,62.42265097259263,1.27183596656606,14.904717743195732,3.2997485666957833,5.184060558303298,3.3347793590301564,abnormal,232.98413877551022,255.0,59.6198943773336,35.65875939411381,-1.1078111486654938,0.7324742359207327,664.2283632831471,2072.692666342885,10250.545993200583,0.22979910714285715,0.2471575098656063,21624.35837785333,0.14538806297087173,19658.01207612104,1.0,34910.16391452161,0.7230334337556633,281.1282504864674,2592.9329559525913,10982.203343357509,0.2523660714285714,0.256463393660826,20443.72638422077,0.16549147169511372,18899.35876190044,1.0,28505.17897576508,0.7314950471319206,563.7850276725895,2052.4330517525973,10231.656374405282,0.22988839285714285,0.2428560864327474,21834.36357898825,0.13993011678926798,19964.012513838967,1.0,33954.484076123896,0.7216391989030004,315.5025634284212,2663.638447044389,11039.940099031593,0.2546986607142857,0.2592028501682192,20075.005126856842,0.1685206461558895,18478.341727217496,1.0,28902.38679286622,7.726897959183673,33.59762950155962,475.7269230769231,41.32452746074329
AAR1,32.92872692244897,-1.92208695510204,9.55603281632653,78.6396789812615,5.149637857312625,21.99835309784285,2.025121562017985,-2.593392967418206,2.048064153904179,abnormal,213.56187755102042,255.0,77.28956377886904,14.595625763502174,-1.6084237155563594,0.775434278447301,151.1293881644935,3295.3113957256382,21783.68667541085,0.4339620535714286,0.22756310685314085,20337.824962065682,0.13814161684363768,18778.762064655995,1.0,29705.522027621326,0.7725584753400069,94.7474095464583,3899.159867990002,22931.081632653062,0.459921875,0.238945300536479,19456.071489237787,0.15672932468021686,18076.034220783065,1.0,26941.072654031886,0.7599026041798805,197.44364056910788,3161.934778515909,19944.37328205266,0.41496651785714284,0.22863255359859633,20319.515612812997,0.13569063967076048,18233.97351280776,1.0,34622.92442376482,0.7749536000803929,97.59831317709217,3937.0007270788396,23107.724267468067,0.4605022321428571,0.24084600079870427,19284.957659775577,0.15969047530080505,17820.89641986729,1.0,27394.963015923026,8.50848163265306,52.20089166375347,452.4989386939693,60.709373296406525
AAU1,93.31415504489794,0.45731261224490094,21.05694681632653,119.07671907423278,1.521867870280451,26.489471192630706,0.5040767971516215,1.293333993693517,0.5261099239386544,abnormal,204.6241387755102,255.0,82.08480817070573,10.731365840757267,-1.841115147143677,0.8289764787521591,193.71687458398642,1687.4009189873962,30046.343482275137,0.5197879464285714,0.10209707747781577,42890.75391321152,0.0689954238763549,37004.05776025849,1.0,221249.34270929507,0.8383203979069062,123.68851893208812,1847.3351131864786,32597.90711602883,0.5497209821428571,0.10488966501905915,42763.271018170744,0.07452867250796447,37417.27779237784,1.0,156622.1580753223,0.8265960296168264,271.075197686899,1640.3933366920028,29262.4776246906,0.5095200892857142,0.10242266662288817,42914.568177337744,0.06901677673620475,36791.221461891575,1.0,228848.7974065231,0.8389892314871199,143.33981410074279,1848.8881357308114,32669.643260137193,0.5499330357142858,0.10499821994660295,42784.56059991071,0.07488477352245533,37442.679888363054,1.0,149215.80115273775,8.541461224489796,112.35687371255057,484.63921381049704,120.89833493704036
AAV1,68.03479235918367,0.5971411918367368,16.705566530612245,107.70936020015415,2.625618303356757,25.758583397175535,0.9762041524246882,0.05693135173726344,1.0179893291393016,abnormal,197.33753469387756,255.0,86.1844978539089,8.539434434262635,-2.007175306765699,0.8363452039343303,91.84082043768886,2772.6474681805694,35938.456240271036,0.6094308035714285,0.16618397987467462,32078.096199981686,0.10878806939173129,29613.68355276067,1.0,51971.151469645636,0.835886828244423,57.788561218532735,3074.155978558919,37179.03368301874,0.6308816964285714,0.17510889038856975,31334.411148654624,0.12052388825866699,29050.560824979428,1.0,46401.2866417818,0.8264753706370389,109.11910366255532,2661.4975802655117,34038.09710950005,0.5926897321428571,0.16489659425286285,32208.914847942753,0.10514834556562483,29320.4777122461,1.0,55377.76416533283,0.8403940612625435,58.95443291365959,3101.744771637781,37934.55890358039,0.6355915178571429,0.1741044601873867,31294.245711074822,0.12002957669015656,29124.27174692299,1.0,45264.23248871798,8.524285714285714,90.95969600105713,242.49874573872776,99.48398171534284
AAX1,99.72728712653061,-4.884727322448977,34.55290975510204,105.6990262296182,5.347875292375276,35.98182178998988,0.13535122345175285,-0.4167278404438513,0.14318358887731253,abnormal,188.77404897959184,247.0,87.59753658365132,6.708679004017082,-1.9940954948478005,0.821328688651134,65.3509185578151,1974.5560795101026,38516.02144938926,0.6816294642857142,0.08326447701547976,33879.713757081576,0.050295003033121996,29013.63177985309,1.0,66701.80472868979,0.8472340835126494,44.38576030042591,2185.4769871922085,44238.750225166776,0.7311049107142857,0.08863060728480382,33611.42801532661,0.05873749964095892,29860.50072430513,1.0,54049.57048865007,0.8228850642588036,109.62606728212582,1941.27540420472,38337.26668428267,0.6757924107142858,0.08264115944537095,34084.544070287855,0.04976156769625622,29194.186260503087,1.0,67900.91730937557,0.8475642632490095,43.485260009765625,2179.391632080078,44290.45495605469,0.7314285714285714,0.08777047357281892,33714.722427368164,0.05808483582139946,30013.763098829044,1.0,53514.48342895508,9.763934693877552,104.89545258495374,477.88867299119903,114.6593872788313
AAZ1,26.367976791836735,-0.4119631755102033,7.5021215102040815,72.63238738311635,1.422137747433984,20.140230931660714,2.437971262671596,-3.749349024003157,2.4944817026184034,abnormal,227.14582857142858,255.0,66.17160405345594,26.15622633559104,-1.2628153039513639,0.7811158273527576,673.2214754849549,1911.816404460058,14893.498701695433,0.2922767857142857,0.20619479047266237,23855.80678173209,0.1262944120694129,21554.550830956,1.0,40477.72789063693,0.7771986027893218,410.6364350496322,2267.104191958866,15786.790330643433,0.3125669642857143,0.21425630034374785,22930.958401771048,0.14072609002418277,20970.964677761527,1.0,34361.93051488967,0.7718366754009993,599.7539530707063,1816.942060672315,14209.359192597509,0.285859375,0.20046041678125912,24224.349588099794,0.11775428732834249,21784.855521267047,1.0,41823.94744856128,0.7802379054481049,324.6424034824806,2264.382930136302,15932.571397987584,0.31279017857142855,0.2139999603228393,22970.568971669163,0.14066380808885914,21073.614714562886,1.0,34698.73103546707,6.843910204081633,44.668276206339584,254.2114552690777,51.512186410421215
