image_id,mean_r,mean_g,mean_b,std_r,std_g,std_b,skew_r,skew_g,skew_b,label,mean_lbp,median_lbp,std_lbp,kurtosis_lbp,skewness_lbp,SRE_deg0,LRE_deg0,GLN_deg0,RLN_deg0,RP_deg0,LGLRE_deg0,HGL_deg0,SRLGLE_deg0,SRHGLE_deg0,LRLGLE_deg0,LRHGLE_deg0,SRE_deg45,LRE_deg45,GLN_deg45,RLN_deg45,RP_deg45,LGLRE_deg45,HGL_deg45,SRLGLE_deg45,SRHGLE_deg45,LRLGLE_deg45,LRHGLE_deg45,SRE_deg90,LRE_deg90,GLN_deg90,RLN_deg90,RP_deg90,LGLRE_deg90,HGL_deg90,SRLGLE_deg90,SRHGLE_deg90,LRLGLE_deg90,LRHGLE_deg90,SRE_deg135,LRE_deg135,GLN_deg135,RLN_deg135,RP_deg135,LGLRE_deg135,HGL_deg135,SRLGLE_deg135,SRHGLE_deg135,LRLGLE_deg135,LRHGLE_deg135,coarseness_tamura,contrast_tamura,directionality_tamura,roughness_tamura
AAB1,61.8288875,56.55905,59.00121875,106.47083994226936,99.10503040006343,102.97979713159589,1.1828483121129316,1.1988603609148978,1.1919351587018276,abnormal,207.16900625,255.0,81.78477383130347,11.764783474186,-1.7545195092913184,0.8605877547709487,314.2388832141641,2271.8287027579163,41183.79257745999,0.5736328125,0.13408785538630413,34019.31196799455,0.08973133920643885,31858.3230943652,1.0,48100.23787878788,0.8611369642158965,129.9038691206544,2544.431918200409,43003.81518200409,0.596923828125,0.1416003583441737,33155.19052760736,0.09957223515910188,31333.51031165125,1.0,43656.25843762781,0.852133457117102,233.45120328939413,2251.1909023374737,39706.744069934175,0.565263671875,0.13451848922337864,33918.4204861531,0.08839344637664649,31525.101646353556,1.0,52231.60902164711,0.8634134635091699,112.78724518176762,2521.623703412846,43283.926507640455,0.59689453125,0.1406478465397173,33282.02755145447,0.09872445418334896,31560.301488490553,1.0,43703.66059683911,6.2421125,81.4269593348948,466.8384012747311,87.66907183489481
AAC1,57.4829375,41.9426375,42.86978125,101.85348666771843,75.74452676295228,77.37418989448062,1.2631820850629252,1.2808601974094271,1.2796966595495036,abnormal,210.6879625,255.0,78.41987619601674,13.404737858456162,-1.6951839118913625,0.8112081502549559,174.65846197372377,2594.983519884003,34831.70486092692,0.552275390625,0.15636033555592457,22050.20313688045,0.09476649425102064,19653.18299327436,1.0,36186.37060810214,0.8177829597288956,92.10715660191089,3008.8348476482106,37495.41453742282,0.583623046875,0.16507179177295817,21570.746933721533,0.10754312238809575,19611.202324867296,1.0,31795.897578769473,0.7930408366874151,264.80590771964245,2436.5246802761376,31665.369343525013,0.527646484375,0.1552586127506091,22156.931095112064,0.09020052665807039,19268.173635894378,1.0,41460.15918639299,0.8127537386508963,98.41128569015036,2971.336205440108,36632.59983105254,0.57802734375,0.16449668730281167,21602.188258151717,0.10677329148911424,19520.291130580914,1.0,32569.035698597738,8.90290625,65.60864944910288,476.9228051234235,74.51155569910289
AAD1,55.1516375,44.33415625,46.56199375,102.61795472074365,84.05499529088432,88.0781488609687,1.3624472368947402,1.4068690219320352,1.3909915479800137,abnormal,217.2896125,255.0,73.41472842420546,17.12833106116386,-1.5409872777340368,0.8194918095309668,476.7029492116076,1696.3521629702927,29243.69017144578,0.453974609375,0.1304742331510769,29798.62213091832,0.07938493815977883,26443.56081857199,1.0,52894.81261427926,0.8351783019058071,194.73041709053916,2000.2112979474598,32927.8718409032,0.489580078125,0.13700523020338443,29169.16853170566,0.09087930555254194,26636.73358479416,1.0,42804.618514750764,0.8261166825745639,418.6767901391448,1699.9832899167673,30233.194845076985,0.461103515625,0.12828333972122236,29973.615731622085,0.07753007169167964,26864.302652146856,1.0,49654.29756231866,0.8293008229925544,188.1954472199839,1962.0824335213538,32105.497784045125,0.484765625,0.13570949858246822,29191.552115229653,0.08876837666810693,26493.03101359639,1.0,44022.63928283642,6.5297625,68.6782509711411,598.836934386331,75.2080134711411
AAE1,63.42941875,58.5029375,57.64269375,108.47875560812425,101.03618908030475,99.532603959676,1.1490222219679782,1.1638805210655592,1.1679374181036146,abnormal,213.5139375,255.0,76.44444162753821,14.715139755167844,-1.6280868150806849,0.8106243115694642,349.3366489046773,2008.2914545095718,31125.450286165385,0.49482421875,0.13482679876732362,36788.05774620091,0.08375424193983692,32279.23094364069,1.0,69622.66710084863,0.824443906050999,156.22646024704085,2335.3377574876204,34694.120225318926,0.530498046875,0.1412380665058337,36061.165197062015,0.09597401874105017,32475.15124052382,1.0,56606.93842387202,0.8096778202597983,296.37365783822474,2010.0897955937326,30842.044500119304,0.4911328125,0.1349870767094637,36513.66978843554,0.08424588427756614,31861.663411021527,1.0,72678.59778891275,0.819131773931484,146.97765766432815,2331.5498398830127,34006.60927752994,0.527568359375,0.14131165508108676,36065.23108675934,0.09447533745796073,32370.08126395407,1.0,57736.707180275065,7.96786875,83.20992000634963,582.1105488516935,91.17778875634963
AAF1,92.63285625,83.13338125,68.9375375,119.26691640692668,108.82417540782079,90.6207558919925,0.5494494652151671,0.561570562575915,0.6102825665337187,abnormal,188.1901375,245.0,88.14838468588685,6.696209717854861,-1.9334397119960718,0.8289838647379271,53.76916982557927,3600.492315005546,52866.79057323599,0.801201171875,0.1433523504468924,31754.665029313896,0.09236502192065964,28474.67235264087,1.0,53205.076191753105,0.841798800567027,31.117127327396783,4007.7223545738407,57681.432011102115,0.84443359375,0.15018342541669627,31278.125534867584,0.10351863242330345,28612.374292220113,1.0,45825.74469758297,0.8322850076989553,104.61044997688059,3547.191574797401,53416.206590250906,0.80255859375,0.14054197222772838,32001.58406950427,0.08946099288563075,28829.80137342093,1.0,51750.9721350174,0.8424312495967422,28.657953679543724,4003.7950215900432,57885.4937538966,0.84583984375,0.14916877085914973,31307.763502436097,0.10276208584522875,28685.424819423704,1.0,45463.14771284088,7.470125,102.35161918501592,497.95186721991706,109.82174418501592
AAH1,50.49061875,46.0734125,43.1396875,99.22533692052725,92.09221118316599,86.19017918186702,1.503884875538868,1.5224293959677777,1.5337930530061028,abnormal,210.7249625,255.0,78.8553322031782,13.45564166640439,-1.6844151028083119,0.8095823321476836,186.4681440941905,3374.532540011162,34084.577798981045,0.542451171875,0.19110867910011348,28339.732388787874,0.11830262979427392,26273.315882324045,1.0,39487.96795506508,0.8098947972853324,118.47409978898645,3977.3067864679056,36126.192634946565,0.5738671875,0.20181941840663684,27298.05945817167,0.13253551168121522,25602.581674185156,1.0,35718.45650398203,0.79810953642358,194.4371748034983,3227.961659101812,32256.09782648806,0.52927734375,0.1867087823323297,28593.369275619025,0.11071307868591353,26239.113441736932,1.0,41928.81054651463,0.8079518527230214,104.79811758286728,3981.7241508661846,35867.28976265175,0.572734375,0.2022896871076734,27245.147694721047,0.1332946970068235,25471.94560186813,1.0,36022.5664302278,8.18323125,69.29802930383222,542.0113314447593,77.48126055383223
AAI1,68.71743125,60.07835625,64.36695625,109.82009617393132,98.09031197854397,104.66105698568398,1.0235214816684268,1.0412761928189282,1.033012439776582,abnormal,196.4028,255.0,87.14928773179963,8.341647610195482,-2.017131804232244,0.8469508366341172,105.00647058015414,3552.1321729334672,49250.42753911885,0.710849609375,0.16077475379033812,29182.696528416975,0.10454317834781215,27429.365714821786,1.0,37630.168056490504,0.8480723948181443,65.58396662592337,3929.271934952437,51121.58803209863,0.7350390625,0.16868488309813565,28470.660878460967,0.11505505883304326,26916.61464136702,1.0,35690.583847053196,0.8356526498542095,160.9422295007906,3416.8128529478204,46496.43652586402,0.69171875,0.15940754819446035,29338.0240286876,0.10102127141490562,27180.096580076202,1.0,40554.67338208719,0.8483331595226274,60.14257703823428,3972.0013778119287,51300.81778437243,0.73712890625,0.16919659014231347,28408.358125115923,0.11566170588495897,26861.70147087455,1.0,35515.17051747436,6.8251,85.17536842416919,248.05435882608066,92.0004684241692
AAL1,53.3175125,47.4210875,49.52424375,100.33675534574728,91.43300052670996,95.13115229639861,1.4193158263819996,1.4362457787246026,1.4284786684497701,abnormal,197.1271375,255.0,86.50024305489606,8.601920610090959,-2.0071456607331797,0.8063915163886423,54.375099050505334,5559.0021686847485,43782.08831829619,0.702470703125,0.21792247677412172,23329.3298903146,0.13661636859133905,22010.733104403218,1.0,29780.928169268624,0.805972167675928,34.316254230118446,6391.388800761421,45999.93046742809,0.73875,0.22950583248285292,22453.51258460237,0.15236339201535487,21347.539092933595,1.0,27534.401173857867,0.7982696536155361,66.8914878121921,5294.091005155007,41682.06675805738,0.683876953125,0.214696085697942,23627.586100044267,0.1303070023766318,22097.794753926235,1.0,31652.20640020563,0.80514350301321,31.547741755985108,6359.35432371918,45797.58135375402,0.737099609375,0.22848615126919633,22470.875541541354,0.15063188339327782,21351.915085811954,1.0,27732.68861537646,7.9096125,71.45511244415991,248.68340047515747,79.3647249441599
AAM1,48.91185,42.94011875,47.90741875,97.59315833898141,87.62061034931163,96.07765002830861,1.5561885328402318,1.5816470000147773,1.560178851252911,abnormal,205.82185625,255.0,81.63379888902841,11.39574153017557,-1.8072714152449991,0.7861977109085088,170.38524467749698,4294.298242702819,34699.39022285648,0.588505859375,0.2109153416151285,23473.404327696928,0.12901019143087203,21147.02345094481,1.0,42732.80805801238,0.7955851439356425,71.68233877689624,5036.793906090822,38323.2014632791,0.63267578125,0.21939658566842646,22671.34383971846,0.14443372499864016,20905.66012886037,1.0,35052.8420646436,0.7951569060559355,122.18247168882324,4385.235647464303,35979.13169210569,0.59501953125,0.21197100435992347,23262.346216970294,0.13217411109007585,21106.30005972289,1.0,41992.49601181684,0.7964341973553889,70.81793277517853,5085.404149224329,38510.38315685792,0.63453125,0.2196804130343256,22596.78245813839,0.14513941071364503,20762.21408103314,1.0,34283.07193425265,8.63435,67.01740651893796,512.1094115529962,75.65175651893796
AAN1,97.8766875,93.9822375,96.96738125,122.24082509140446,118.4363109839782,121.56044784290303,0.4690407767353462,0.4757142962953763,0.4704734826935003,abnormal,196.890175,255.0,85.23534075411077,8.54592422335749,-2.0452722246152617,0.8044365267237386,82.1446988434594,3532.5403683795994,43708.622086194744,0.706748046875,0.13863178580541485,39200.77499274571,0.09296038805428034,33510.56855482282,1.0,117414.03791573973,0.8106556146753676,62.092442520391735,3842.759997888235,46523.88955468152,0.73990234375,0.1446916774076026,38832.696156587386,0.10203306735616616,33548.03816095519,1.0,94469.85719188026,0.7950884943042025,130.258121463817,3311.888940338895,40707.082336087515,0.674873046875,0.136660977748617,39233.9740257861,0.08901074075311198,32949.280977682676,1.0,138878.73590229644,0.8109246761341786,59.92569561133089,3809.074992392268,46451.05758060888,0.738095703125,0.14362482526394094,38963.07415884945,0.1006050820968665,33721.19647038644,1.0,94833.8758418121,8.079125,113.91088459182437,525.8661049305509,121.99000959182437
